ID,device_type,brand,model,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,psu_watts,wifi,bluetooth,weight_kg,warranty_months,price
88149,Laptop,HP,HP Think BJU,2023,Windows,Workstation,Intel,Intel i5-11660,3,8,16,2.4,3.5,AMD,RX 5000 60,2,6,16,SSD,256,1,QLED,16.0,2560x1600,60,80,120,0,Wi-Fi 6,5.0,1.53,36,2043.99
73092,Laptop,HP,HP Think JU4,2025,Linux,Ultrabook,Intel,Intel i5-10339,2,6,12,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,NVMe,256,1,LED,15.6,1920x1080,90,90,65,0,Wi-Fi 6E,5.2,1.7,24,1094.99
9548,Laptop,Lenovo,Lenovo Zen R1F,2022,macOS,Gaming,AMD,AMD Ryzen 7 4578,4,12,24,2.6,3.5,AMD,RX 5000 80,4,10,64,Hybrid,512,1,OLED,17.3,2880x1800,90,56,240,0,Wi-Fi 6,5.2,1.64,12,2940.99
43065,Laptop,Razer,Razer Stealth DPW,2023,macOS,Gaming,AMD,AMD Ryzen 7 4159,4,14,28,2.6,3.6,AMD,RX 7000 80,4,10,72,SSD,2048,1,OLED,14.0,1920x1080,60,60,120,0,Wi-Fi 5,4.2,1.57,24,2600.99
96192,Desktop,Lenovo,Lenovo Station SV9,2023,macOS,Micro-ATX,Intel,Intel i9-11884,6,24,48,3.4,4.4,NVIDIA,RTX 40 90,6,16,128,NVMe,512,1,QLED,27.0,3440x1440,60,0,0,650,Wi-Fi 6E,4.2,12.0,36,2570.99
65399,Laptop,Samsung,Samsung Blade J3X,2019,Windows,2-in-1,Intel,Intel i3-14766,1,4,8,2.0,3.1,Intel,Arc B310,1,0,8,Hybrid,256,1,LED,15.6,1920x1080,60,70,45,0,Wi-Fi 6E,5.1,1.5,12,798.99
66389,Desktop,HP,HP Think 7L5,2023,Windows,ATX,AMD,AMD Ryzen 3 6206,1,4,8,2.4,3.3,NVIDIA,RTX 30 50,1,4,8,SSD,512,4,LED,24.0,2560x1440,60,0,0,750,Wi-Fi 6E,5.2,5.0,24,962.99
27953,Desktop,Dell,Dell Arena AX7,2021,Windows,Mini-ITX,Intel,Intel i5-13419,3,8,16,2.8,3.7,Intel,Arc A580,3,2,32,Hybrid,2048,2,QLED,32.0,2560x1440,60,0,0,850,Wi-Fi 6,5.3,7.0,12,1870.99
16866,Laptop,ASUS,ASUS Blade Z66,2023,Windows,Ultrabook,Intel,Intel i9-10693,6,24,48,3.0,4.0,AMD,RX 6000 80 XT,5,12,104,SSD,512,1,QLED,15.6,1920x1080,144,60,240,0,Wi-Fi 6E,5.2,2.5,12,2464.99
17848,Laptop,Lenovo,Lenovo Blade BG4,2022,Windows,2-in-1,Intel,Intel i5-14836,2,6,12,2.2,3.3,AMD,RX 7000 60,2,6,24,SSD,512,1,Mini-LED,14.0,2560x1600,60,70,180,0,Wi-Fi 6,5.1,1.37,24,1848.99
7395,Desktop,Razer,Razer Creator 2IJ,2025,Windows,Full-Tower,Intel,Intel i5-10973,3,8,16,2.8,3.9,NVIDIA,RTX 30 80,4,10,32,NVMe,256,1,OLED,27.0,1920x1080,120,0,0,1000,Wi-Fi 6,4.2,13.0,12,2073.99
56461,Desktop,HP,HP Arena O6M,2023,Linux,SFF,AMD,AMD Ryzen 5 7990,3,8,16,2.8,3.6,NVIDIA,RTX 40 70,3,8,32,NVMe,512,1,LED,24.0,3440x1440,60,0,0,300,Wi-Fi 6,5.3,6.0,12,1627.99
79020,Laptop,Lenovo,Lenovo Nitro QTB,2024,Windows,Ultrabook,Intel,Intel i9-11672,6,24,46,3.0,3.8,NVIDIA,RTX 40 90,6,16,128,NVMe,256,1,LED,15.6,1920x1080,144,60,240,0,Wi-Fi 6,5.3,1.5,24,2867.99
75266,Laptop,Apple,Apple Zen ZOK,2024,Windows,Gaming,Apple,Apple M2 Max,4,12,12,2.6,3.5,Apple,Apple Integrated,4,4,64,SSD,2048,2,LED,14.0,2560x1600,120,60,65,0,Wi-Fi 6E,5.2,2.37,12,2904.99
56860,Laptop,MSI,MSI Blade T6V,2023,Windows,Ultrabook,Intel,Intel i5-13421,3,8,14,2.4,3.4,NVIDIA,RTX 30 60,2,6,16,SSD,256,1,IPS,15.6,1920x1080,60,90,45,0,Wi-Fi 5,5.1,1.5,12,1415.99
99954,Laptop,Dell,Dell Stealth RP5,2022,Windows,Ultrabook,Intel,Intel i5-12753,2,8,16,2.2,3.0,AMD,RX 7000 60,2,6,16,SSD,512,1,VA,15.6,1920x1080,60,56,90,0,Wi-Fi 5,5.2,1.5,12,1366.99
74951,Laptop,Dell,Dell Nitro ZEB,2025,Windows,Mainstream,AMD,AMD Ryzen 3 6196,1,6,12,2.0,2.9,NVIDIA,RTX 30 50,1,4,8,Hybrid,256,1,LED,15.6,1920x1080,165,60,45,0,Wi-Fi 6,5.3,1.5,12,1091.99
63758,Laptop,Lenovo,Lenovo Pro EFQ,2023,Windows,Mainstream,AMD,AMD Ryzen 7 4776,5,16,30,2.8,3.7,Intel,Arc A770,5,0,96,NVMe,1024,1,VA,15.6,1920x1080,60,56,90,0,Wi-Fi 6,5.2,1.5,24,1903.99
81637,Desktop,ASUS,ASUS Station F6L,2022,macOS,SFF,Intel,Intel i7-13186,5,18,34,3.2,4.1,NVIDIA,RTX 40 80,4,10,64,Hybrid,512,3,IPS,32.0,1920x1080,120,0,0,550,Wi-Fi 6E,5.1,6.0,12,2225.99
66510,Desktop,MSI,MSI Station Q06,2025,macOS,Micro-ATX,AMD,AMD Ryzen 3 5539,1,6,10,2.4,3.5,NVIDIA,RTX 40 50,1,4,8,SSD,1024,2,OLED,27.0,1920x1080,60,0,0,300,Wi-Fi 6E,4.2,10.0,12,1495.99
45718,Laptop,MSI,MSI Zen 1FL,2022,macOS,Gaming,Intel,Intel i5-12825,3,10,20,2.4,3.3,Intel,Arc A580,3,0,32,Hybrid,2048,1,OLED,13.3,2880x1800,120,60,90,0,Wi-Fi 6,5.0,1.32,12,2266.99
67668,Laptop,Acer,Acer Air 4PO,2023,macOS,Gaming,Intel,Intel i5-13961,2,6,12,2.2,3.0,NVIDIA,RTX 30 60,2,6,16,NVMe,512,1,OLED,17.3,3840x2160,165,80,45,0,Wi-Fi 5,5.3,1.44,36,1935.99
9169,Laptop,Lenovo,Lenovo Zen 00X,2023,Windows,Ultrabook,AMD,AMD Ryzen 5 7610,2,6,12,2.2,3.1,AMD,RX 6000 60,2,6,16,NVMe,1024,1,OLED,15.6,2560x1600,120,56,65,0,Wi-Fi 6,5.0,2.0,24,1922.99
59419,Laptop,HP,HP Nitro Z4S,2020,Windows,Gaming,Intel,Intel i3-11200,1,4,8,2.0,2.9,AMD,RX 6000 50,1,4,8,HDD,1024,2,LED,14.0,2560x1600,144,80,120,0,Wi-Fi 5,4.2,1.57,12,1009.99
85965,Desktop,Samsung,Samsung Pro UJD,2020,Windows,ATX,Intel,Intel i7-11530,4,12,24,3.0,3.8,NVIDIA,RTX 40 70,3,8,32,SSD,2048,3,Mini-LED,27.0,2560x1440,60,0,0,650,Wi-Fi 6,5.3,8.0,24,1686.99
87461,Laptop,Lenovo,Lenovo Creator 0YE,2023,Windows,Mainstream,Intel,Intel i5-13439,2,6,12,2.2,3.2,Apple,Apple Integrated,2,6,16,HDD,512,1,IPS,14.0,1920x1080,90,80,120,0,Wi-Fi 6,5.1,1.87,12,1440.99
34554,Laptop,HP,HP Think OR2,2024,Windows,Gaming,AMD,AMD Ryzen 7 3525,5,16,30,2.8,3.7,NVIDIA,RTX 30 80 Ti,5,12,104,NVMe,512,1,LED,14.0,1920x1080,90,90,120,0,Wi-Fi 6,5.0,1.57,24,2493.99
12036,Laptop,HP,HP Air RHA,2023,macOS,Ultrabook,Intel,Intel i7-10900,4,12,24,2.6,3.5,NVIDIA,RTX 40 70,3,8,40,NVMe,512,1,QLED,15.6,1920x1080,60,90,65,0,Wi-Fi 6,5.1,2.0,12,2216.99
56489,Laptop,Acer,Acer Pro DG4,2023,Windows,Mainstream,AMD,AMD Ryzen 5 5307,3,8,16,2.4,3.3,NVIDIA,RTX 40 70,3,8,32,HDD,512,1,OLED,14.0,1920x1080,60,60,65,0,Wi-Fi 6E,5.1,1.57,12,1614.99
24775,Laptop,Apple,Apple Creator QMR,2023,Windows,Workstation,Apple,Apple M1 Max,4,14,14,2.6,3.7,Apple,Apple Integrated,3,6,40,HDD,256,1,IPS,17.3,2880x1800,120,60,45,0,Wi-Fi 7,5.0,1.64,24,2672.99
54373,Desktop,Acer,Acer Pro LUF,2023,Windows,Micro-ATX,AMD,AMD Ryzen 7 7813,5,16,32,3.2,4.3,NVIDIA,RTX 30 90,6,16,96,NVMe,256,3,OLED,32.0,3840x2160,144,0,0,750,Wi-Fi 6,5.2,7.0,12,2601.99
34437,Laptop,ASUS,ASUS Pro 2C4,2020,macOS,Ultrabook,Intel,Intel i5-14358,2,8,16,2.2,3.0,NVIDIA,RTX 40 60,2,6,16,Hybrid,1024,1,OLED,14.0,1920x1080,120,90,120,0,Wi-Fi 6,5.2,1.37,12,2246.99
30017,Laptop,Gigabyte,Gigabyte Pro 4U1,2018,Linux,Workstation,AMD,AMD Ryzen 3 5862,1,4,8,2.0,2.9,NVIDIA,RTX 30 60,2,6,8,SSD,256,1,Mini-LED,14.0,1920x1080,90,60,65,0,Wi-Fi 6E,4.2,1.87,24,1148.99
83819,Desktop,Dell,Dell Creator F8V,2021,Windows,Full-Tower,AMD,AMD Ryzen 7 6722,5,16,32,3.2,4.2,Intel,Arc A770,5,0,96,SSD,256,3,LED,27.0,1920x1080,60,0,0,650,Wi-Fi 5,5.2,4.0,24,1732.99
98566,Laptop,Dell,Dell Legion QNQ,2024,Windows,Workstation,Intel,Intel i5-11882,2,6,12,2.2,3.2,AMD,RX 6000 70,3,8,16,Hybrid,512,1,LED,15.6,1920x1080,120,60,120,0,Wi-Fi 6,5.3,2.0,12,1769.99
65356,Desktop,Lenovo,Lenovo Think 5JG,2025,macOS,ATX,AMD,AMD Ryzen 3 3297,1,4,8,2.4,3.3,AMD,RX 5000 50,1,4,8,HDD,1024,2,VA,24.0,3440x1440,120,0,0,450,Wi-Fi 6E,5.0,4.0,12,1301.99
49147,Desktop,Apple,Apple Strix QOX,2025,Windows,ATX,Apple,Apple M2 Max,3,10,10,2.8,3.9,Apple,Apple Integrated,3,2,32,HDD,1024,3,LED,27.0,1920x1080,165,0,0,1000,Wi-Fi 5,5.1,11.0,36,1468.99
86344,Laptop,HP,HP Creator CA3,2020,macOS,Gaming,AMD,AMD Ryzen 5 7667,3,8,16,2.4,3.2,Apple,Apple Integrated,3,0,48,HDD,512,1,QLED,14.0,2560x1600,240,80,65,0,Wi-Fi 6E,5.1,1.57,24,1955.99
69994,Desktop,Dell,Dell Strix 1UR,2019,macOS,ATX,AMD,AMD Ryzen 7 4889,5,20,40,3.2,4.1,NVIDIA,RTX 40 90,6,16,96,HDD,2048,3,Mini-LED,27.0,2560x1440,90,0,0,650,Wi-Fi 5,5.2,6.0,36,2863.99
83814,Laptop,ASUS,ASUS Nitro CPU,2025,Windows,Ultrabook,AMD,AMD Ryzen 7 7658,4,12,22,2.6,3.4,NVIDIA,RTX 30 70,3,8,32,NVMe,1024,2,Mini-LED,14.0,1920x1080,60,56,90,0,Wi-Fi 5,5.2,1.37,24,1860.99
82120,Laptop,Acer,Acer Nitro 8YX,2023,Windows,Ultrabook,Intel,Intel i5-13782,2,6,12,2.2,3.2,NVIDIA,RTX 30 70,3,8,16,SSD,2048,1,LED,14.0,1920x1080,120,60,65,0,Wi-Fi 6E,5.2,1.17,12,1465.99
18554,Desktop,Samsung,Samsung Pro 0AE,2022,Windows,Micro-ATX,AMD,AMD Ryzen 5 7933,3,8,16,2.8,3.7,NVIDIA,RTX 30 70,3,8,32,NVMe,256,4,OLED,27.0,3840x2160,60,0,0,650,Wi-Fi 6,5.0,6.0,24,1883.99
16814,Desktop,Acer,Acer Arena NOC,2024,macOS,ATX,Intel,Intel i7-12938,4,14,28,3.0,3.9,NVIDIA,RTX 30 70,3,8,32,NVMe,256,2,IPS,27.0,3440x1440,60,0,0,650,Wi-Fi 6E,5.3,10.0,36,1988.99
37147,Laptop,HP,HP Nitro GJD,2024,Windows,Workstation,Intel,Intel i7-10613,4,14,28,2.6,3.5,NVIDIA,RTX 40 70,3,8,32,Hybrid,512,1,LED,17.3,1920x1080,165,70,65,0,Wi-Fi 6,5.2,2.64,12,1695.99
88567,Desktop,HP,HP Arena MFL,2025,Windows,Micro-ATX,AMD,AMD Ryzen 5 6997,2,8,16,2.6,3.6,NVIDIA,RTX 30 60,2,6,16,SSD,512,2,LED,27.0,3440x1440,60,0,0,750,Wi-Fi 5,5.2,5.0,12,1393.99
10443,Desktop,Lenovo,Lenovo Pro 2WT,2020,Windows,Full-Tower,Intel,Intel i5-10222,3,10,20,2.8,3.9,Intel,Arc B380,2,2,16,NVMe,1024,2,Mini-LED,32.0,3840x2160,120,0,0,1000,Wi-Fi 5,5.1,7.0,24,1982.99
45247,Laptop,Razer,Razer Nitro GRW,2022,Windows,Gaming,Intel,Intel i5-14506,2,6,12,2.2,3.1,Intel,Arc B380,2,0,16,HDD,2048,1,OLED,14.0,1920x1080,60,60,90,0,Wi-Fi 5,4.2,1.17,24,1679.99
74435,Laptop,MSI,MSI Stealth DM5,2024,Windows,Mainstream,Intel,Intel i7-14575,5,16,32,2.8,3.7,NVIDIA,RTX 40 80 Ti,5,12,104,Hybrid,512,1,LED,14.0,2880x1800,60,70,65,0,Wi-Fi 5,4.2,1.57,24,2773.99
21599,Desktop,Apple,Apple Forge FLD,2020,Windows,SFF,Apple,Apple M1 Pro,4,12,12,3.0,3.8,Apple,Apple Integrated,3,0,32,Hybrid,1024,2,IPS,32.0,3840x2160,144,0,0,450,Wi-Fi 7,5.1,10.0,24,2360.99
53726,Laptop,HP,HP Stealth LLN,2024,Windows,2-in-1,AMD,AMD Ryzen 7 3252,5,18,36,2.8,3.7,AMD,RX 7000 80 XT,5,12,96,NVMe,1024,1,LED,14.0,2880x1800,90,60,65,0,Wi-Fi 6,4.2,1.37,24,2587.99
26083,Laptop,Samsung,Samsung Air UXU,2025,Windows,Mainstream,Intel,Intel i5-12595,3,8,16,2.4,3.2,NVIDIA,RTX 30 60,2,6,16,NVMe,512,1,LED,16.0,2560x1600,240,60,240,0,Wi-Fi 6E,5.2,2.53,12,1840.99
13043,Desktop,Acer,Acer Arena 9CV,2019,Windows,ATX,AMD,AMD Ryzen 5 6297,3,8,16,2.8,3.8,Intel,Arc A580,3,0,32,NVMe,1024,1,QLED,27.0,2560x1440,90,0,0,550,Wi-Fi 6,5.1,12.0,24,1564.99
64118,Laptop,Acer,Acer Zen PUY,2020,Windows,Mainstream,Intel,Intel i9-14209,6,24,48,3.0,4.1,NVIDIA,RTX 30 80 Ti,5,12,96,NVMe,1024,1,LED,16.0,2880x1800,144,70,45,0,Wi-Fi 6,5.3,1.53,36,2754.99
36700,Desktop,Lenovo,Lenovo Pro 4JA,2023,macOS,Micro-ATX,Intel,Intel i7-12985,5,16,32,3.2,4.3,NVIDIA,RTX 40 80,4,10,64,Hybrid,512,2,LED,24.0,1920x1080,120,0,0,650,Wi-Fi 6E,4.2,10.0,24,1879.99
84953,Desktop,ASUS,ASUS Think NI2,2023,macOS,ATX,Intel,Intel i5-10126,3,12,24,2.8,3.8,AMD,RX 7000 70,3,8,32,HDD,1024,1,IPS,27.0,1920x1080,60,0,0,300,Wi-Fi 6,5.1,8.0,24,1742.99
90623,Laptop,MSI,MSI Stealth 588,2019,Windows,Mainstream,Intel,Intel i5-13858,3,8,16,2.4,3.2,Intel,Arc A380,2,4,16,NVMe,1024,2,OLED,14.0,2560x1600,144,60,65,0,Wi-Fi 6,5.2,1.37,24,1916.99
91939,Desktop,HP,HP Think UYB,2018,Windows,Micro-ATX,Intel,Intel i5-11810,3,8,16,2.8,3.7,Intel,Arc A380,2,4,16,NVMe,512,3,OLED,24.0,3440x1440,60,0,0,550,Wi-Fi 6E,5.2,15.0,12,1728.99
11666,Desktop,Dell,Dell Forge A0E,2022,Windows,Full-Tower,Intel,Intel i5-11264,2,8,16,2.6,3.6,NVIDIA,RTX 30 60,2,6,16,NVMe,512,1,LED,24.0,3440x1440,120,0,0,750,Wi-Fi 6,5.0,11.0,24,1606.99
84251,Laptop,HP,HP Creator CDE,2022,Windows,Gaming,Intel,Intel i3-11119,1,6,10,2.0,3.0,AMD,RX 5000 60,2,6,8,SSD,512,1,LED,15.6,1920x1080,90,60,45,0,Wi-Fi 7,5.0,1.3,12,1076.99
22276,Laptop,Apple,Apple Slim WXV,2021,Windows,2-in-1,Apple,Apple M2 Pro,5,16,16,2.8,3.8,Apple,Apple Integrated,5,2,112,NVMe,512,2,OLED,14.0,2880x1800,144,70,180,0,Wi-Fi 6E,5.0,1.37,12,4077.99
12547,Laptop,Dell,Dell Pro 5A1,2023,Windows,Ultrabook,Intel,Intel i5-10644,3,10,20,2.4,3.3,Intel,Arc A580,3,0,48,NVMe,1024,1,VA,15.6,1920x1080,144,60,45,0,Wi-Fi 7,5.3,2.5,12,2075.99
43247,Laptop,Apple,Apple Blade G0J,2022,Linux,Ultrabook,Apple,Apple M1 Pro,4,12,12,2.6,3.5,Apple,Apple Integrated,3,4,40,SSD,256,1,LED,14.0,2560x1600,60,70,65,0,Wi-Fi 6,5.2,1.57,24,1954.99
64087,Desktop,HP,HP Strix 9CP,2024,ChromeOS,ATX,Intel,Intel i7-11565,4,14,28,3.0,4.1,AMD,RX 6000 80,4,10,64,NVMe,1024,3,OLED,27.0,1920x1080,60,0,0,550,Wi-Fi 6,5.2,8.0,12,2285.99
85186,Laptop,Lenovo,Lenovo Blade E2L,2025,Windows,Gaming,AMD,AMD Ryzen 5 5887,3,10,18,2.4,3.2,NVIDIA,RTX 30 70,3,8,40,Hybrid,256,1,LED,14.0,2560x1600,120,60,120,0,Wi-Fi 5,5.0,1.57,24,1920.99
47949,Laptop,ASUS,ASUS Pro HXY,2022,Windows,Gaming,AMD,AMD Ryzen 5 5604,3,10,20,2.4,3.5,NVIDIA,RTX 30 70,3,8,32,NVMe,1024,1,QLED,15.6,3840x2160,90,56,180,0,Wi-Fi 5,5.0,1.5,12,2164.99
30724,Desktop,HP,HP Pro 1DV,2025,Windows,Full-Tower,AMD,AMD Ryzen 5 7554,3,12,24,2.8,3.8,NVIDIA,RTX 40 60,2,6,16,SSD,512,2,OLED,27.0,1920x1080,120,0,0,300,Wi-Fi 6E,5.3,4.0,36,1489.99
11047,Laptop,ASUS,ASUS Air YTX,2025,Windows,Mainstream,AMD,AMD Ryzen 5 7630,3,8,16,2.4,3.3,NVIDIA,RTX 40 60,2,6,16,NVMe,256,1,LED,15.6,3840x2160,60,60,45,0,Wi-Fi 5,5.3,1.5,12,1532.99
49661,Laptop,MSI,MSI Think DTA,2021,ChromeOS,Ultrabook,AMD,AMD Ryzen 7 7128,4,12,24,2.6,3.6,Apple,Apple Integrated,4,0,64,Hybrid,512,1,LED,15.6,1920x1080,90,70,120,0,Wi-Fi 6E,5.2,1.3,12,2068.99
10572,Laptop,Lenovo,Lenovo Think V0L,2024,Windows,2-in-1,AMD,AMD Ryzen 7 7326,5,16,32,2.8,3.8,NVIDIA,RTX 40 80,4,10,64,NVMe,1024,1,IPS,14.0,1920x1080,90,99,45,0,Wi-Fi 6E,5.2,1.87,36,2154.99
38277,Laptop,Acer,Acer Stealth LSN,2020,Windows,Mainstream,AMD,AMD Ryzen 3 7142,1,6,12,2.0,3.1,NVIDIA,RTX 40 60,2,6,8,NVMe,512,1,LED,15.6,2560x1600,60,60,120,0,Wi-Fi 7,5.3,1.5,12,1120.99
11081,Desktop,HP,HP Creator UR5,2024,Windows,Micro-ATX,Intel,Intel i5-14588,3,8,16,2.8,3.8,NVIDIA,RTX 40 60,2,6,16,NVMe,1024,4,LED,32.0,1920x1080,165,0,0,650,Wi-Fi 6,5.3,8.0,12,1486.99
72809,Laptop,HP,HP Creator K6C,2024,Windows,2-in-1,AMD,AMD Ryzen 7 4869,5,18,36,2.8,3.9,NVIDIA,RTX 30 80 Ti,5,12,96,NVMe,4096,1,LED,15.6,2560x1600,60,50,65,0,Wi-Fi 7,5.1,1.5,48,3050.99
74721,Laptop,Gigabyte,Gigabyte Blade PO9,2025,Windows,Mainstream,AMD,AMD Ryzen 5 4584,3,8,16,2.4,3.4,AMD,RX 6000 70,3,8,32,NVMe,512,1,IPS,14.0,1920x1080,60,60,240,0,Wi-Fi 5,5.2,0.97,12,1994.99
11404,Desktop,ASUS,ASUS Arena QIF,2021,Windows,ATX,Intel,Intel i7-10639,4,14,28,3.0,3.8,NVIDIA,RTX 40 80 Ti,5,12,64,SSD,256,3,IPS,24.0,3840x2160,60,0,0,850,Wi-Fi 6,5.2,9.0,36,2157.99
89592,Laptop,Lenovo,Lenovo Creator 6IA,2025,Windows,Ultrabook,AMD,AMD Ryzen 3 5252,1,4,8,2.0,2.9,AMD,RX 7000 50,1,4,16,NVMe,1024,2,Mini-LED,15.6,1920x1080,60,70,65,0,Wi-Fi 7,5.2,2.5,36,1638.99
30797,Desktop,HP,HP Strix UJI,2018,Windows,Micro-ATX,Intel,Intel i3-10282,1,8,16,2.4,3.4,AMD,RX 6000 50,1,4,16,Hybrid,1024,4,IPS,34.0,1920x1080,60,0,0,550,Wi-Fi 7,5.1,8.0,12,925.99
99991,Desktop,Lenovo,Lenovo Station A87,2024,Windows,Micro-ATX,AMD,AMD Ryzen 5 4642,3,12,24,2.8,3.6,NVIDIA,RTX 30 70,3,8,32,Hybrid,512,2,OLED,27.0,2560x1440,60,0,0,750,Wi-Fi 6,5.0,7.0,12,1595.99
90298,Laptop,HP,HP Zen QBG,2022,Windows,Mainstream,Intel,Intel i7-14612,5,16,32,2.8,3.8,Intel,Arc A700,4,0,64,SSD,1024,1,OLED,13.3,2560x1600,90,99,45,0,Wi-Fi 5,5.0,1.12,24,2383.99
92426,Laptop,Dell,Dell Slim PO6,2021,Windows,2-in-1,Intel,Intel i7-14110,4,12,24,2.6,3.5,NVIDIA,RTX 40 70,3,8,32,SSD,256,1,LED,16.0,1920x1080,60,56,90,0,Wi-Fi 6,5.1,1.73,12,1331.99
15054,Desktop,Dell,Dell Creator FTO,2022,macOS,ATX,AMD,AMD Ryzen 7 6183,4,14,28,3.0,3.9,NVIDIA,RTX 40 80,4,10,64,Hybrid,1024,3,LED,32.0,2560x1440,144,0,0,550,Wi-Fi 6,5.1,4.0,24,2164.99
74019,Desktop,MSI,MSI Creator 7BD,2023,Windows,ATX,Intel,Intel i5-12137,3,12,24,2.8,3.7,NVIDIA,RTX 40 70,3,8,40,Hybrid,1024,2,LED,27.0,2560x1440,60,0,0,550,Wi-Fi 5,5.3,4.0,12,1963.99
90357,Laptop,Samsung,Samsung Stealth AC1,2022,ChromeOS,Ultrabook,AMD,AMD Ryzen 5 7561,3,10,20,2.4,3.2,NVIDIA,RTX 30 70,3,8,32,SSD,1024,1,OLED,13.3,1920x1080,90,80,90,0,Wi-Fi 5,5.2,2.82,24,2307.99
40500,Laptop,ASUS,ASUS Zen BS5,2024,Windows,Gaming,Intel,Intel i5-11522,3,8,16,2.4,3.3,NVIDIA,RTX 40 80,4,10,32,Hybrid,512,1,Mini-LED,13.3,1920x1080,144,80,120,0,Wi-Fi 6E,5.1,1.52,12,1955.99
47089,Desktop,Dell,Dell Forge 8GZ,2018,Windows,SFF,Intel,Intel i7-12515,4,14,28,3.0,4.0,NVIDIA,RTX 30 70,3,8,32,SSD,1024,4,QLED,32.0,3440x1440,60,0,0,850,Wi-Fi 6,5.0,11.0,24,2018.99
20535,Laptop,Lenovo,Lenovo Stealth 7V6,2023,Linux,Ultrabook,AMD,AMD Ryzen 5 5546,3,8,16,2.4,3.4,NVIDIA,RTX 40 70,3,8,40,NVMe,2048,1,VA,15.6,1920x1080,60,56,120,0,Wi-Fi 5,5.0,1.7,12,1723.99
46080,Laptop,Samsung,Samsung Slim GJH,2025,Windows,Ultrabook,Intel,Intel i5-14151,2,6,12,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,SSD,1024,1,Mini-LED,15.6,1920x1080,144,60,65,0,Wi-Fi 7,5.2,1.5,12,1774.99
96839,Laptop,HP,HP Pro U74,2022,Windows,Ultrabook,Intel,Intel i5-12393,3,8,14,2.4,3.4,NVIDIA,RTX 40 70,3,8,32,HDD,256,2,LED,15.6,2560x1600,120,56,65,0,Wi-Fi 6,5.0,1.5,12,1868.99
23739,Laptop,Gigabyte,Gigabyte Nitro 96I,2025,Windows,Ultrabook,Intel,Intel i5-10777,2,6,12,2.2,3.2,NVIDIA,RTX 40 50,1,4,8,SSD,256,1,Mini-LED,15.6,1920x1080,60,80,120,0,Wi-Fi 6,5.1,2.0,24,1325.99
9408,Desktop,Apple,Apple Forge GCN,2022,macOS,ATX,Apple,Apple M3,5,16,16,3.2,4.1,Apple,Apple Integrated,4,2,64,SSD,4096,1,QLED,24.0,1920x1080,144,0,0,850,Wi-Fi 6,5.3,11.0,12,3266.99
66949,Desktop,Acer,Acer Creator 7OW,2024,Windows,SFF,Intel,Intel i7-10482,5,18,36,3.2,4.1,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,512,2,VA,27.0,1920x1080,120,0,0,650,Wi-Fi 6,5.3,6.0,24,2337.99
62762,Desktop,MSI,MSI Strix VVY,2023,Linux,Micro-ATX,Intel,Intel i5-13904,3,8,16,2.8,3.8,NVIDIA,RTX 40 70,3,8,32,NVMe,512,3,LED,34.0,2560x1440,60,0,0,850,Wi-Fi 6,5.3,7.0,24,1653.99
80845,Desktop,Dell,Dell Creator QQ0,2024,macOS,SFF,AMD,AMD Ryzen 7 7753,5,18,36,3.2,4.2,AMD,RX 7000 80,4,10,64,HDD,1024,2,IPS,32.0,2560x1440,120,0,0,550,Wi-Fi 6E,5.3,8.0,48,2326.99
21217,Desktop,Acer,Acer Think 7A3,2023,ChromeOS,Micro-ATX,AMD,AMD Ryzen 3 7496,1,6,12,2.4,3.3,NVIDIA,RTX 30 50,1,4,8,NVMe,512,2,IPS,32.0,3840x2160,90,0,0,850,Wi-Fi 6,5.1,7.0,36,1035.99
41523,Laptop,Lenovo,Lenovo Slim UUJ,2025,Windows,Mainstream,AMD,AMD Ryzen 5 4349,2,6,12,2.2,3.3,NVIDIA,RTX 30 60,2,6,16,Hybrid,512,2,LED,15.6,1920x1080,60,90,120,0,Wi-Fi 6,5.1,1.5,24,1246.99
11265,Laptop,Lenovo,Lenovo Nitro 1UJ,2024,macOS,Gaming,Intel,Intel i5-14233,3,8,16,2.4,3.2,Intel,Arc A380,2,4,24,Hybrid,256,1,OLED,15.6,1920x1080,240,70,180,0,Wi-Fi 7,5.2,1.7,12,2433.99
33478,Laptop,HP,HP Zen NR1,2023,Linux,2-in-1,Intel,Intel i7-14616,4,12,24,2.6,3.5,NVIDIA,RTX 30 60,2,6,32,NVMe,256,1,LED,15.6,1920x1080,60,80,65,0,Wi-Fi 7,5.0,1.1,24,1301.99
76491,Laptop,Apple,Apple Slim W21,2024,Windows,Gaming,Apple,Apple M1,2,6,6,2.2,3.0,Apple,Apple Integrated,2,0,16,HDD,512,1,Mini-LED,13.3,1920x1080,240,50,180,0,Wi-Fi 6,5.3,1.32,12,1902.99
